etiquette_brute,occurrences,groupe_propose,exemples_ids
necromancien_et_victime_lies,1,hors_groupe:libre_necromancien_reste,sacrifice-partage
necromancien_predateur,1,hors_groupe:libre_necromancien_reste,coeur-de-l-ennemi
necromancien_reste_libre,1,hors_groupe:libre_necromancien_reste,ame-parasite
niveau_4_maximum,1,hors_groupe:4_maximum_niveau,convocation-d-allies-naturels-iv
niveau_lanceur_minimum,1,hors_groupe:lanceur_minimum_niveau,permanence
niveaux_négatifs_permanents,1,duree_prolongee,ascension
nombre_vermine_par_niveau,1,illusion_visuelle_ou_sonore|terrain_ou_environnement,vermine-geante
nourriture_generee,1,hors_groupe:generee_nourriture,anneau-de-repli-feerique
nécromancie_offensive,1,hors_groupe:necromancien,infestation-fongique
objet_focus_necessaire,1,objet_ou_equipement,pistage-d-un-navire
objets_et_creatures,1,objet_ou_equipement,mot-de-rappel
obscurcissement_lumineux,1,hors_groupe:lumineux_obscurcissement,voile-lunaire
observation_magique_trompee,1,hors_groupe:magique_observation_trompee,ecran
obstacle_aquatique,1,terrain_ou_environnement,mur-de-saumure
octroi_grade_mythique,1,hors_groupe:grade_mythique_octroi,ascension
onde_puissance_terre,1,hors_groupe:onde_puissance_terre,sabot-du-tonnerre
orientation_magnetique,1,hors_groupe:aide_orientation,reperage
oubli_apres_transmission,1,hors_groupe:apre_oubli_transmission,messager-verrouille
oubli_competences,1,hors_groupe:competence_oubli,atavisme-de-groupe
pacifisme_force,1,hors_groupe:force_pacifisme,tranquillite-euphorique
paiement_alternatif_services,1,hors_groupe:alternatif_paiement_service,sacrifice
paralyse_action,1,entrave_ou_immobilisation,hebetement
parole_inintelligible,1,communication_ou_langage,bafouiller
parole_terrifiante,1,communication_ou_langage,mot-de-pouvoir-mortel
partage_de_degats,1,degats_directs,sacrifice-partage
partage_duree,1,hors_groupe:cible_duree_partagee,resistance-aux-energies-destructives-partage
partage_sens,1,hors_groupe:partage_sens,insectes-espions-supreme
passage_etheree_invisible,1,invisibilite_ou_dissimulation,porte-de-phase
paysage_mental_cree,1,effet_mental,microcosme
penalite_combat,1,malus_chiffre,contact-defigurant
penalite_eau,1,malus_chiffre|terrain_ou_environnement,corps-enflamme
penalite_lanceur_feu,1,malus_chiffre,zone-de-flammes-instables
penalite_mentale,1,malus_chiffre|effet_mental,manteau-de-doutes
perception_amis,1,perception_amelioree,tranquillite-euphorique
perception_cachee,1,perception_amelioree,pierres-commeres
perception_limitee_plan_materiel,1,perception_amelioree|objet_ou_equipement,forme-etheree
perception_magique_superieure,1,perception_amelioree,vision-magique-supreme
perception_psychique_distance,1,effet_mental|perception_amelioree,contempler-de-loin
permanence_jusqu_utilisation,1,duree_prolongee,baton-a-sort
permanente_sur_objet,1,objet_ou_equipement|duree_prolongee,signature-magique
persistance_aura_residuelle,1,hors_groupe:aura_persistance_residuelle,detection-du-chaos
perte_intelligence_si_tuee,1,hors_groupe:intelligence_perte_si_tuee,sentinelle-de-sang
perte_temporaire_mythique,1,hors_groupe:cosmetique_temporaire,ascension
peut_briser_obstacles,1,terrain_ou_environnement,rafale-du-belier
peut_renverser,1,hors_groupe:peut_renverser,rafale-du-belier
phosphorescence_froide,1,hors_groupe:froide_phosphorescence,fouet-de-l-astradaemon
piege_armes_collees,1,arme_ou_munition,sang-adhesif
piege_esprit,1,effet_mental,microcosme
piege_magique_detectable,1,detection_ou_revelation,symbole-de-terreur
plan_de_force,1,hors_groupe:force_plan,disque-flottant
planification_prealable,1,hors_groupe:planification_prealable,assaut-concerte
pluie_suivante,1,hors_groupe:pluie_suivante,detremper
points_vie_temporaires,1,hors_groupe:point_temporaire_vie,coeur-de-l-ennemi
poison_irritant,1,hors_groupe:irritant_poison,enchevetrement-repugnant
portail_controlable,1,hors_groupe:controlable_portail,anneau-de-repli-feerique
portee_allonge,1,hors_groupe:allonge_portee,marteau-arboricole
portee_limitee_1_5_km,1,hors_groupe:limitee_portee,oeil-indiscret-supreme
portee_limitee_focalisation,1,hors_groupe:focalisation_limitee_portee,contrariete-des-geants
portee_longue,1,hors_groupe:allonge_portee,boule-de-feu
portee_moyenne,1,hors_groupe:moyenne_portee,deja-vu
portee_temporelle_extreme,1,hors_groupe:extreme_portee_temporelle,pronostic-supreme
portee_variable,1,hors_groupe:duree_variable,pierre-magique
possession_d_ame_etrangere,1,hors_groupe:ame_etrangere_possession,ame-parasite
possession_temporaire,1,hors_groupe:point_temporaire_vie,possession-d-objet
prairie_confortable,1,hors_groupe:confortable_prairie,anneau-de-repli-feerique
prediction_cryptique,1,hors_groupe:cryptique_prediction,pronostic-supreme
premier_round_ameliore,1,hors_groupe:ameliore_premier_round,assaut-concerte
preparation_sort_utilisé,1,metamagie_ou_sort_cible,rememoration
prevention_vol_vitalite,1,hors_groupe:prevention_vitalite_vol,vie-scellee
prise_en_tenailles_facilitee,1,hors_groupe:facilitee_prise_tenaille,allie-involontaire
prison_invisible,1,invisibilite_ou_dissimulation,cage-de-force
projectile_dirigeable,1,rayon_ou_projectile,boule-de-feu
projectile_enflammé,1,rayon_ou_projectile,eternuement-de-feu
projection_intangible,1,hors_groupe:intangible_projection,image-psychique
projection_sang_acide,1,hors_groupe:acide_projection_sang,sang-caustique
prolongement_reserves_alimentaires,1,hors_groupe:alimentaire_prolongement_reserve,ascese
proprietes_metaux_magiques,1,hors_groupe:magique_metaux_propriete,coeur-du-metal
propriété_feu,1,hors_groupe:feu_propriete,flammes-du-fidele
protection_alliés,1,protection_defensive,reflexes-accrus
protection_alliés_proche,1,protection_defensive,tour-de-volonte-de-fer-iii
protection_alliés_volonté,1,protection_defensive,tour-de-volonte-de-fer-v
protection_au_detriment_de_la_cible,1,protection_defensive,sacrifice-partage
protection_calme,1,protection_defensive,manteau-de-calme
protection_contre_adversaire,1,protection_defensive,aspect-de-fee-hantee
protection_contre_attaques_cible,1,protection_defensive,allie-involontaire
protection_contre_attaques_loyales,1,protection_defensive,protection-contre-la-loi
protection_contre_bien,1,protection_defensive|alignement_ou_divin,protection-contre-le-bien-partage
protection_contre_effacement,1,protection_defensive,signature-magique
protection_contre_magie,1,protection_defensive,protection-contre-les-sorts
protection_contre_revelation,1,protection_defensive|detection_ou_revelation,messager-verrouille
protection_contre_scrutation,1,protection_defensive,ecran
protection_contre_transfert_degats,1,degats_directs|protection_defensive,vie-scellee
protection_divination,1,protection_defensive|divination_information|alignement_ou_divin,esprit-impenetrable
protection_energie,1,protection_defensive,resistance-aux-energies-destructives-partage
protection_intuitive,1,protection_defensive,premonition
protection_lanceur,1,protection_defensive,mur-prismatique
protection_par_illusion,1,protection_defensive|illusion_visuelle_ou_sonore,manteau-de-doutes
protection_parchemin,1,protection_defensive,page-secrete
protection_passive,1,protection_defensive,main-interposee
protection_sorts_mort,1,protection_defensive,protection-contre-la-mort
protection_vents,1,protection_defensive,vents-de-la-vengeance
protection_volonte,1,protection_defensive,chaine-cloutee-des-ombres
protection_zone_personnage,1,zone_d_effet|protection_defensive,interdiction-du-fou
pénalité_mobilité,1,malus_chiffre,croissance-d-epines
question_sur_cible,1,hors_groupe:question,vision-mystique
questions_limitees_par_niveau,1,terrain_ou_environnement,appel-d-un-esprit
rage_sanguine_bonus,1,bonus_chiffre,salut-du-sang
ralentissement_deplacement,1,entrave_ou_immobilisation|deplacement_ou_teleportation,main-interposee
ralentissement_des_cibles,1,entrave_ou_immobilisation,embourbement
ralentissement_temporaire,1,entrave_ou_immobilisation,croissance-d-epines
rayon_3_mètres,1,rayon_ou_projectile,tour-de-volonte-de-fer-iii
rayon_contact_distance,1,rayon_ou_projectile|attaque_de_contact,rayon-affaiblissant
rayon_de_lumiere_éblouissante,1,rayon_ou_projectile,rayon-de-soleil
rayon_effet_9m,1,rayon_ou_projectile,broussaille-distrayante
rayon_energie_positive,1,rayon_ou_projectile,destruction-de-mort-vivant
rayon_explosion_progressif,1,rayon_ou_projectile,detonation
rayon_froid,1,rayon_ou_projectile,rayon-polaire
rayon_magique,1,rayon_ou_projectile,rayon-de-givre
reaction_contre_attaque_melee,1,hors_groupe:attaque_contre_melee_reaction,vents-de-la-vengeance
reanimation_zombis,1,hors_groupe:reanimation_zombi,terre-maudite
reconnaissance,1,divination_information,insectes-espions-supreme
reconnaissance_et_surveillance,1,divination_information,oeil-indiscret-supreme
reconnaissance_lieu_eloigne,1,divination_information,contempler-de-loin
reconnaissance_signature_lanceur,1,divination_information,detection-de-la-magie-supreme
reconstruction_partielle,1,hors_groupe:partielle_reconstruction,reparation
recuperation_points_caracteristique,1,hors_groupe:caracteristique_point_recuperation,restauration-partielle
recuperation_points_de_vie,1,hors_groupe:point_recuperation_vie,reparation
recuperation_sort_recent,1,metamagie_ou_sort_cible,rememoration
redirection_degats_feu,1,degats_directs,zone-de-flammes-instables
redirection_possible,1,hors_groupe:redirection,main-interposee
reduction_caracteristique,1,affaiblissement_de_capacite,contact-defigurant
reduction_degats_lanceur,1,degats_directs,sacrifice-partage
reduction_degats_temporaire,1,degats_directs,aspect-de-fee-hantee
reduction_epuisement,1,hors_groupe:epuisement_reduction,restauration-partielle
reduction_force_temporaire,1,affaiblissement_de_capacite,rayon-affaiblissant
reduction_illumination,1,hors_groupe:illumination_reduction,chaine-cloutee-des-ombres
reduction_vision,1,perception_amelioree,voile-lunaire
reduction_vitesse_deplacement,1,deplacement_ou_teleportation,tranquillite-euphorique
refroidissement_metal,1,hors_groupe:metal_refroidissement,metal-gele
refuge_securise_portable,1,hors_groupe:portable_refuge_securise,anneau-de-repli-feerique
relance_sort_24h,1,metamagie_ou_sort_cible,rememoration
relancer_des_des,1,hors_groupe:relancer,souhait
remplace_armure_existante,1,protection_defensive,armure-instantanee
rendre_sort_permanent,1,duree_prolongee|metamagie_ou_sort_cible,permanence
renforcement_alchimique,1,amelioration_de_capacite,amplification-d-elixir
reparation_degats,1,degats_directs,reparation
reparation_objet_magique,1,objet_ou_equipement,reparation
reperage_des_capteurs_magiques,1,detection_ou_revelation,detection-de-la-scrutation
reperage_nord,1,detection_ou_revelation,reperage
repetition_actions_forcees,1,hors_groupe:action_forcee_repetition,deja-vu
replication_de_flèche,1,hors_groupe:fleche_replication,eruption-de-fleches
repousse_cible,1,hors_groupe:repousse,rafale-du-belier
reproduction_sort_niveau_inferieur,1,metamagie_ou_sort_cible,souhait-limite
requete_divine,1,alignement_ou_divin,miracle
resistance_a_l_espionnage_magique,1,hors_groupe:espionnage_magique_resistance,detection-de-la-scrutation
resistance_aux_aveugles,1,hors_groupe:aveugle_resistance,motif-scintillant
resistance_aux_boissons,1,hors_groupe:boisson_resistance,coupe-de-poussiere
resistance_aux_loyaux,1,hors_groupe:aveugle_resistance,protection-contre-la-loi
resistance_bousculade,1,hors_groupe:bousculade_creature,racine
resistance_creatures_loyales,1,hors_groupe:creature_loyale_resistance,fleche-de-loi
resistance_detection_magique,1,detection_ou_revelation,page-secrete
resistance_dissipation,1,dissipation_ou_contresort,cage-de-force
resistance_magie_inoffensive,1,resistance_a_la_magie,resistance
resistance_magie_niveau_7,1,resistance_a_la_magie,souhait-limite
resistance_magie_traversable,1,resistance_a_la_magie,mur-prismatique
resistance_mentale,1,effet_mental,esprit-impenetrable
resistance_mentale_reduite,1,effet_mental,brume-mentale
resistance_pouvoirs_magiques,1,hors_groupe:magique_persistant,protection-contre-les-sorts
resistance_renversement,1,hors_groupe:elementaire_resistance,racine
resistance_volontaire,1,hors_groupe:resistance_volonte,mot-de-rappel
resistances_elementaires,1,hors_groupe:elementaire_resistance,forme-vegetale-iii
respiration_aquatique,1,hors_groupe:aquatique_respiration,manteau-marin
respiration_environnement_hostile,1,terrain_ou_environnement,vents-de-la-vengeance
ressuscitation_longue_duree,1,hors_groupe:duree_longue_ressuscitation,resurrection-supreme
restauration_caracteristique,1,soin_ou_guerison,restauration-partielle
restauration_complete_sante,1,soin_ou_guerison,resurrection-supreme
restauration_objet,1,soin_ou_guerison|objet_ou_equipement,reparation
restauration_points_de_vie,1,soin_ou_guerison,guerison-de-destrier
reste_horizontal,1,hors_groupe:horizontal_reste,disque-flottant
restriction_mouvement,1,deplacement_ou_teleportation,enchevetrement-repugnant
restriction_preparation_action,1,hors_groupe:action_preparation_restriction,deja-vu
restriction_temporaire,1,hors_groupe:alteration_temporaire,paix-forcee
resurrection,1,hors_groupe:redirection,souhait
resurrection_elementaires_exterieurs,1,hors_groupe:elementaire_exterieur_resurrection,resurrection-supreme
resurrection_sans_penalite,1,malus_chiffre,resurrection-supreme
retour_automatique_si_tromperie,1,hors_groupe:automatique_retour_si_tromperie,teleportation-supreme
revigoration_personnelle,1,hors_groupe:personnelle_revigoration,hurlement-primitif
riposte_automatique,1,hors_groupe:automatique_riposte,sang-caustique
risque_apparition_aleatoire,1,hors_groupe:aleatoire_apparition_risque,traversee-des-ombres
risque_destruction_permanente,1,duree_prolongee,disjonction
risque_materialisation_dangereuse,1,hors_groupe:dangereuse_materialisation_risque,forme-etheree
risque_usurpateur_malveillant,1,hors_groupe:malveillant_risque_usurpateur,appel-d-un-esprit
rituel_nocturne,1,hors_groupe:nocturne_rituel,creation-de-mort-vivant
rune_invisible_possible,1,invisibilite_ou_dissimulation,signature-magique
rune_luisante,1,hors_groupe:luisante_rune,flammes-du-fidele
résistance_dégâts_réduction,1,degats_directs,corps-elementaire-iv
résistance_magie_inoffensif,1,resistance_a_la_magie,tour-de-volonte-de-fer-iii
résistance_magie_électricité,1,resistance_a_la_magie,image-de-foudre
résistance_magique_inoffensif,1,resistance_a_la_magie,manteau-de-colere
sacrifice_de_sang,1,hors_groupe:sacrifice_sang,sentinelle-de-sang
sacrifice_offrande,1,hors_groupe:offrande_sacrifice,sacrifice
sanctuaire_predetermine,1,protection_defensive,mot-de-rappel
sans_attaque_opportunite,1,hors_groupe:attaque_opportunite_pas,sabot-du-tonnerre
sans_sauvegarde,1,jet_de_sauvegarde,mot-de-pouvoir-mortel
satisfaction_besoins_nutritifs,1,soin_ou_guerison,ascese
sauvegarde_réflexes,1,jet_de_sauvegarde,violent-nuage-d-orage-supreme
sauvegarde_vigueur,1,jet_de_sauvegarde,violent-nuage-d-orage-supreme
scellement_arme,1,arme_ou_munition,paix-forcee
secouement_sur_eau,1,terrain_ou_environnement,tache-noire
serviteurs_magiques,1,hors_groupe:magique_serviteur,anneau-de-repli-feerique
signature_personnelle,1,hors_groupe:personnelle_signature,signature-magique
silence_magique,1,hors_groupe:magique_piege,silence-respectueux
sixieme_sens,1,hors_groupe:sens_sixieme,premonition
soif_inextinguible,1,hors_groupe:inextinguible_soif,coupe-de-poussiere
soigne_morts_vivants,1,hors_groupe:mort_soigne_vivant,blessure-critique-de-groupe
soin_monture,1,soin_ou_guerison,guerison-de-destrier
soin_par_feu,1,soin_ou_guerison,corps-enflamme
soin_points_de_degats,1,degats_directs|soin_ou_guerison,purification
sons_decales,1,hors_groupe:decale_sons,demarche-decalibree
sons_entrants_autorises,1,hors_groupe:autorise_entrant_sons,silence-respectueux
sons_non_intelligibles,1,hors_groupe:intelligible_non_sons,son-imaginaire
sort_miracle,1,metamagie_ou_sort_cible,miracle
sort_niveau_5_max,1,metamagie_ou_sort_cible,rememoration
sort_niveau_8,1,metamagie_ou_sort_cible,rayon-polaire
sort_offensif_necromancien,1,metamagie_ou_sort_cible,destruction-de-mort-vivant
sort_suivant_uniquement,1,metamagie_ou_sort_cible,incantation-assuree
sort_supplementaire,1,metamagie_ou_sort_cible,baton-a-sort
sort_ultime,1,metamagie_ou_sort_cible,souhait
sorts_creatures_autres,1,hors_groupe:analyse_creature,permanence
sorts_inoffensifs_niveau_3_max,1,hors_groupe:3_inoffensif_max_niveau,aura-d-avidite
sorts_objets_zones,1,zone_d_effet|objet_ou_equipement,permanence
sorts_personnels_seulement,1,hors_groupe:personnel_seulement,permanence
stabilite_au_sol,1,terrain_ou_environnement,racine
stase_temporelle,1,hors_groupe:stase_temporelle,animation-suspendue
stockage_sort_baton,1,metamagie_ou_sort_cible,baton-a-sort
substance_collante,1,hors_groupe:collante_substance,sang-adhesif
suit_le_lanceur,1,hors_groupe:lanceur_lien,disque-flottant
suivi_en_temps_reel,1,hors_groupe:reel_suivi_temp,pistage-d-un-navire
support_charge_limitee,1,hors_groupe:charge_limitee_support,grappin-opportun
suppression_condition_cassé,1,hors_groupe:casse_condition_suppression,reparation
suppression_conditions_nefastes,1,hors_groupe:casse_condition_suppression,purification
suppression_malédictions,1,hors_groupe:casse_condition_suppression,dissipation-supreme
suppression_rage_contact,1,attaque_de_contact,manteau-de-calme
surface_horizontale,1,hors_groupe:horizontal_reste,cercle-de-teleportation
surveillance_multiple,1,plusieurs_cibles,insectes-espions-supreme
suspension_afflictions,1,hors_groupe:affliction_suspension,possession-d-objet
suspension_des_fonctions_vitales,1,hors_groupe:affliction_suspension,animation-suspendue
sustentation_creature,1,hors_groupe:creature_ejection,ascese
symbole_religieux_optionnel,1,hors_groupe:optionnel_religieux_symbole,armure-instantanee
synchronisation_jugement,1,hors_groupe:jugement_synchronisation,rendre-un-jugement-superieur
telekinese_arme,1,arme_ou_munition,appel-d-arme
teleportation_de_groupe,1,deplacement_ou_teleportation|plusieurs_cibles,cercle-de-teleportation
teleportation_instantanee,1,deplacement_ou_teleportation|duree_instantanee,mot-de-rappel
teleportation_lanceur,1,deplacement_ou_teleportation,porte-de-phase
teleportation_planaire,1,deplacement_ou_teleportation,souhait
teleportation_sans_limite_de_portee,1,deplacement_ou_teleportation,teleportation-interplanetaire
teleportation_sans_limite_distance,1,deplacement_ou_teleportation,teleportation-supreme
terrain_dangereux,1,terrain_ou_environnement,pierres-acerees
terreur_aquatique,1,hors_groupe:aquatique_terreur,tache-noire
test_art_magie,1,hors_groupe:art_magie_test,detection-de-la-magie-supreme
test_bluff_ameliore,1,hors_groupe:ameliore_bluff_test,broussaille-distrayante
test_concentration_requis,1,hors_groupe:concentration,cicatrice-magique
test_force_necessaire,1,hors_groupe:force_necessaire_test,paix-forcee
texte_remplacable_par_sort,1,hors_groupe:remplacable_texte,page-secrete
torture_magique,1,hors_groupe:magique_marque,eveiller-les-devores
tours_de_magie_mineurs,1,hors_groupe:magie_mineur_tour,prestidigitation
transe_inconscience,1,hors_groupe:inconscience,contempler-de-loin
transfert_ame_prisonniere,1,hors_groupe:ame_prisonniere_transfert,ame-parasite
transfert_arme_allie,1,arme_ou_munition,appel-d-arme
transfert_degats_vers_cible,1,degats_directs,sacrifice-partage
transfert_esprit_objet,1,effet_mental|objet_ou_equipement,possession-d-objet
transfert_message_unique,1,communication_ou_langage,messager-verrouille
transformation_cailloux,1,transformation_du_sujet,pierre-magique
transformation_corde_en_projectile,1,rayon_ou_projectile|transformation_du_sujet,grappin-opportun
transformation_creature,1,transformation_du_sujet,changement-de-forme
transformation_liquide,1,transformation_du_sujet,malediction-de-l-eau
transformation_lycanthrope_entravee,1,entrave_ou_immobilisation|transformation_du_sujet,voile-lunaire
transformation_primitive,1,transformation_du_sujet,atavisme-de-groupe
transformation_queue_guerpe,1,transformation_du_sujet,dard-vengeur
transformation_temporaire,1,transformation_du_sujet,forme-vegetale-iii
transformation_vermine_en_geante,1,transformation_du_sujet,vermine-geante
transformation_élémentaire,1,transformation_du_sujet,corps-elementaire-iv
transmission_divine,1,alignement_ou_divin,rendre-un-jugement-superieur
transmission_informations_visuelles,1,divination_information,oeil-indiscret-supreme
transmutation_aliments,1,transformation_du_sujet,ascese
transmutation_armes,1,transformation_du_sujet|arme_ou_munition,coeur-du-metal
transmutation_bois,1,transformation_du_sujet,baton-a-sort
transmutation_combat_rapproche,1,transformation_du_sujet,contrariete-des-geants
transmutation_corporelle,1,transformation_du_sujet,sang-caustique
transmutation_defensive,1,protection_defensive|transformation_du_sujet,reflexes-accrus
transmutation_eau,1,transformation_du_sujet|terrain_ou_environnement,glace-maudite
transmutation_feu,1,transformation_du_sujet,zone-de-flammes-instables
transmutation_froid,1,transformation_du_sujet,metal-gele
transmutation_personnelle,1,transformation_du_sujet,briser-les-lignes-ennemies
transmutation_plante,1,transformation_du_sujet|terrain_ou_environnement,broussaille-distrayante
transmutation_temporaire,1,transformation_du_sujet,sens-surdeveloppes
transport_creature_supplementaire,1,hors_groupe:creature_supplementaire_transport,porte-de-phase
transport_de_charge,1,hors_groupe:charge_transport,disque-flottant
transport_groupe_consentant,1,plusieurs_cibles,mot-de-rappel
traversee_murs_pierre_bois,1,hors_groupe:bois_murs_pierre_traversee,porte-de-phase
traversee_objets,1,objet_ou_equipement,forme-etheree
trempage_cible,1,hors_groupe:trempage,detremper
tromperie_auditive,1,illusion_visuelle_ou_sonore,demarche-decalibree
tromperie_detection_mensonge,1,detection_ou_revelation,placage-trompeur
une_seule_active,1,hors_groupe:active_seule,epee-impie
usage_unique_par_allié,1,hors_groupe:allie_unique_usage,reflexes-accrus
utilisation_unique,1,hors_groupe:unique_utilisation,baton-a-sort
vegetation_enchevetree,1,entrave_ou_immobilisation|terrain_ou_environnement,enchevetrement-repugnant
vegetation_hostile,1,terrain_ou_environnement,enchevetrement
verification_identite_destinataire,1,hors_groupe:destinataire_identite_verification,messager-verrouille
vibrations_destructrices,1,hors_groupe:destructrice_vibration,resonance
visibilite_bloquee,1,hors_groupe:bloquee_visibilite,tempete-de-cendres
vision_a_distance,1,divination_information|perception_amelioree,insectes-espions-supreme
vision_des_dangers,1,divination_information|perception_amelioree,premonition
vision_divination,1,divination_information|perception_amelioree|alignement_ou_divin,vision-mystique
vision_futur_lointain,1,divination_information|perception_amelioree,pronostic-supreme
vision_lucide_distance,1,divination_information|perception_amelioree,oeil-indiscret-supreme
vision_magique_amelioree,1,divination_information|perception_amelioree,vision-magique-supreme
vision_sous_eau,1,divination_information|perception_amelioree|terrain_ou_environnement,manteau-marin
vision_symbolique_non_physique,1,divination_information|perception_amelioree,contempler-de-loin
vitesse_augmentee,1,hors_groupe:augmentee_vitesse,vol-superieur
vol_constant,1,hors_groupe:constant_vol,vol-superieur
vol_effets_magiques,1,hors_groupe:magique_vol,aura-d-avidite
vol_et_reconnaissance,1,divination_information,image-psychique
vol_longue_distance,1,hors_groupe:distance_longue_vol,vol-superieur
vol_parfait,1,hors_groupe:parfait_vol,corps-enflamme
vol_points_de_vie,1,hors_groupe:point_vie_vol,fouet-de-l-astradaemon
vol_surnaturel,1,hors_groupe:surnaturel_vol,vents-de-la-vengeance
volume_variable_controlable,1,hors_groupe:controlable_variable_volume,son-imaginaire
voyage_entre_mondes,1,deplacement_ou_teleportation,teleportation-interplanetaire
voyage_interplanaire,1,deplacement_ou_teleportation,traversee-des-ombres
vulnerabilite_au_changement_de_plan,1,hors_groupe:changement_plan_vulnerabilite,image-psychique
vulnerabilite_desintegration,1,hors_groupe:desintegration_vulnerabilite,cage-de-force
zone_adjacente_accessible,1,zone_d_effet,pilier-de-vie
zone_critique_etendue,1,zone_d_effet,dard-vengeur
zone_cylindrique,1,zone_d_effet,tempete-de-cendres
zone_de_controle_enchantement,1,zone_d_effet,brume-mentale
zone_de_negation,1,zone_d_effet,orbe-du-neant
zone_de_rayonnement,1,zone_d_effet|rayon_ou_projectile,eruption-de-fleches
zone_effet_circulaire,1,zone_d_effet,zone-de-verite
zone_effet_emanation,1,zone_d_effet,communication-securisee-supreme
zone_effet_large,1,zone_d_effet,disjonction
zone_effet_mobile,1,zone_d_effet,violent-nuage-d-orage-supreme
zone_effet_multiple,1,zone_d_effet|plusieurs_cibles,blessure-critique-de-groupe
zone_effet_rayon_12m,1,zone_d_effet|rayon_ou_projectile,annihilation-de-mort-vivant
zone_immobile_3m,1,zone_d_effet,modification-des-vents
zone_invisible_perception,1,zone_d_effet|invisibilite_ou_dissimulation|perception_amelioree,zone-de-flammes-instables
zone_mobile_autour_du_lanceur,1,zone_d_effet,detection-de-la-scrutation
zone_rayon_9m,1,zone_d_effet|rayon_ou_projectile,pulsation-synaptique-supreme
zone_silencieuse,1,zone_d_effet,silence-respectueux
étourdissement_temporaire,1,confusion_ou_desorientation,cacophonie
